,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
16724,489,72,374,5,0,1
17113,1325,444,40,12,123,1
18589,188,11,2,13,103,1
7777,1237,108,268,13,157,1
6548,1785,532,11,12,0,1
18609,177,0,0,11,0,1
1874,14561,13843,9713,11,56,1
4423,3359,3172,247,11,33,1
3412,1956,1129,30,12,0,1
17044,649,241,328,14,146,1
9040,1706,1104,299,10,17,1
17213,305,97,186,15,80,1
16387,18,3,6,15,66,1
10911,1978,1557,280,14,137,1
4309,1895,822,4,8,30,1
6393,51,10,17,13,73,1
1037,17800,16708,222,10,13,1
18006,2000,315,5,13,0,1
1144,1166,247,381,8,30,1
7589,154,125,784,7,91,1
14748,482,175,326,13,98,1
18620,100,0,2,11,0,1
12316,6981,6346,66,11,69,1
18634,410,29,0,14,0,1
18666,11,1,5,13,0,1
16533,1365,632,61,15,72,1
18193,461,179,12,11,52,1
7902,1369,338,39,11,102,1
15206,1412,649,144,14,68,1
4257,382,323,123,10,0,1
878,9063,8239,1485,6,68,1
16288,72,13,5,11,57,1
4541,10727,9778,195,15,160,1
3389,4809,5122,191,10,111,1
3926,1320,509,23,6,45,1
17249,1873,100,361,13,0,1
3154,349,266,2127,13,40,1
15777,825,118,1,12,46,1
6673,2835,2614,387,13,122,1
1877,1253,993,18,11,35,1
14252,1166,832,92,13,154,1
7987,99,4,17,10,0,1
17031,1851,891,13,13,134,1
18021,599,200,1,12,62,1
15352,1370,684,544,12,29,1
3813,169,105,268,11,0,1
3691,6662,6055,10386,8,80,1
17115,29,6,2,11,0,1
16762,178,108,395,7,41,1
3230,204,237,1197,11,119,1
1079,1954,727,84,14,0,1
18631,16,1,0,11,0,1
5369,1987,582,60,14,41,1
1226,2299,2395,780,8,55,1
2822,415,160,1331,13,41,1
11501,85,23,117,15,0,1
15968,89,6,21,14,0,1
18329,325,235,205,15,28,1
2230,479,1856,29337,10,18,1
1811,25425,23115,1561,13,52,1
14726,7100,6454,181,6,111,1
18421,149,130,56,15,132,1
4155,568,68,176,7,24,1
16807,449,308,562,12,0,1
7066,330,176,151,10,0,1
17826,307,164,0,13,111,1
17954,451,369,522,12,0,1
18675,391,3,5,8,17,1
12724,2021,2302,1500,12,159,1
10414,1576,512,29,11,66,1
8007,911,823,329,9,16,1
10139,2970,2812,192,6,25,1
17110,1110,387,36,12,130,1
4961,1625,1343,53,10,0,1
1543,43156,41358,2146,10,94,1
2352,110,34,3,8,89,1
9404,1590,1376,26,11,141,1
16385,296,73,0,11,90,1
9845,1699,851,18,15,54,1
12762,1450,857,48,14,38,1
17975,294,96,0,14,115,1
17524,1540,233,12,15,84,1
17974,1789,1400,25,10,102,1
8264,175,26,155,14,108,1
5486,5062,6044,12877,12,0,1
7244,4618,4454,160,13,34,1
14934,637,322,10,10,17,1
12714,1615,1499,14,5,157,1
15249,71,0,1,15,0,1
7075,1370,949,10,12,33,1
1074,9110,10291,397,7,100,1
4265,787,986,133,9,13,1
8141,624,50,148,9,111,1
4837,83,50,255,8,0,1
16836,191,53,14,10,130,1
14898,241,35,430,12,26,1
18583,173,6,4,12,90,1
1994,5944,10044,422,9,53,1
18493,282,44,2282,10,0,1
17689,1980,186,2268,14,0,1
18613,25,1,4,9,0,1
4935,2862,2608,166,14,95,1
17397,1226,572,590,11,0,1
18342,1441,594,11,7,135,1
9934,2306,2362,8192,13,72,1
18414,348,15,47,12,134,1
18678,430,4,10,11,0,1
7076,2774,2572,1020,9,60,1
18630,767,57,4,11,0,1
2002,3843,3864,2303,6,143,1
16903,221,207,871,15,41,1
874,2001,1299,1951,8,0,1
5791,4540,4138,2499,11,38,1
18649,459,6,7,12,0,1
16451,19,5,14,11,61,1
3761,189,6,33,10,0,1
6197,545,204,3656,10,32,1
7595,167,81,1537,6,82,1
11377,1337,988,2844,7,107,1
16245,884,315,1938,10,0,1
8122,1993,1328,491,11,80,1
3596,5516,5558,893,14,108,1
18431,313,34,76,6,53,1
5201,9983,9095,2877,9,69,1
6283,1538,1360,523,8,93,1
167,4020,4373,2415,15,103,1
18545,28,2,0,14,0,1
18544,26,2,14,14,0,1
17673,1011,384,1,14,43,1
18543,30,2,1,12,0,1
15552,206,12,1,8,0,1
18392,1306,104,109,15,0,1
11492,24339,22183,2934,9,69,1
5586,1884,1719,433,12,118,1
5351,4014,3976,3012,8,146,1
16167,2426,3182,652,10,38,1
12885,466,899,132,11,122,1
7295,1835,1904,146,9,58,1
17956,103,10,21,11,0,1
18635,324,104,31,11,90,1
17795,348,226,0,14,100,1
16785,1129,716,197,12,0,1
9021,592,532,227,8,59,1
3718,1979,584,198,13,0,1
10209,1788,1645,25,13,54,1
12599,162,31,132,8,0,1
550,16845,18338,7987,8,157,1
5386,41978,40800,7664,12,71,1
17791,483,191,36,12,102,1
17577,314,76,105,12,44,1
18727,135,21,47,15,33,1
13233,592,739,144,14,98,1
18785,4,0,2,12,0,1
18285,33,4,7,11,0,1
17585,433,79,1037,12,0,1
5770,2923,2692,160,12,36,1
13316,9668,8792,381,6,84,1
18283,31,4,0,12,0,1
18286,29,3,9,10,0,1
18284,28,5,3,13,0,1
18528,902,127,76,14,0,1
17575,1743,218,263,11,118,1
17973,1923,146,1,12,50,1
18163,764,27,1,5,0,1
18778,34,7,13,8,0,1
2837,706,283,2641,8,44,1
6415,1766,237,96,6,141,1
585,293,143,411,14,156,1
2050,38710,35588,3221,12,149,1
17477,825,655,235,11,85,1
807,1815,1155,7,15,79,1
5349,2001,736,1,11,0,1
16147,1016,56,59,15,0,1
18738,110,1,0,14,0,1
16456,1975,1686,323,9,28,1
7927,2874,2623,4251,12,152,1
18572,929,290,31,11,135,1
8944,635,154,104,15,0,1
4569,11887,10806,11118,8,0,1
12040,2000,967,119,12,97,1
4015,1051,980,280,14,155,1
18732,74,1,1,14,13,1
9287,2000,964,73,11,17,1
14387,2489,2409,685,9,67,1
15577,228,27,46,13,51,1
18713,557,21,4,7,15,1
3512,845,256,3372,9,55,1
7602,174,13,2,11,56,1
18074,942,161,252,11,155,1
2009,1255,1000,251,8,113,1
17944,684,463,6438,11,0,1
15317,433,65,131,12,20,1
3989,1759,320,42,15,23,1
957,10413,10912,1647,14,57,1
17282,631,454,697,15,119,1
17817,14,4,16,9,0,1
7349,437,291,8,11,65,1
9395,1946,1482,771,10,156,1
15407,522,396,16,14,95,1
14649,201,136,62,9,23,1
4929,196,206,8030,11,26,1
9135,59,2,101,13,0,1
18415,271,190,241,11,20,1
13169,2028,2002,124,13,57,1
7374,1640,1093,106,6,0,1
15193,4513,4627,204,14,103,1
7363,1556,487,590,12,64,1
16195,2001,805,117,15,107,1
18809,287,1,2,8,98,1
18139,793,106,13,13,0,1
18501,648,18,0,12,140,1
5757,273,45,99,15,110,1
12541,7547,7907,278,12,96,1
17727,83,46,4,10,0,1
2613,1920,1069,669,14,74,1
3187,7482,7200,1231,4,25,1
676,12916,11741,674,13,115,1
18550,1740,244,16,12,60,1
15168,222,128,164,10,119,1
12641,1904,911,3214,11,0,1
392,3227,3909,433,7,34,1
7851,1908,1712,121,10,111,1
18836,100,2,11,13,89,1
2783,597,413,17,9,93,1
17674,568,207,371,13,0,1
14349,561,115,316,9,91,1
16556,300,313,56,9,0,1
16557,269,287,33,13,0,1
16559,282,309,52,10,0,1
5199,2659,2427,1457,14,84,1
13970,1614,917,2108,13,87,1
18593,854,8,17,8,0,1
18753,694,81,54,15,144,1
18587,1752,702,45,11,71,1
18841,58,0,1,11,0,1
15186,1749,363,501,14,62,1
17487,12,7,5,10,0,1
4416,1819,1460,227,6,103,1
5094,112,127,135,8,40,1
3708,6544,5959,3644,8,40,1
18515,419,93,64,10,85,1
5658,2731,2484,2125,15,90,1
8332,15180,16126,649,13,145,1
3213,431,264,31,11,118,1
18806,98,18,21,15,0,1
8094,2910,2649,299,15,150,1
7958,11219,15546,8304,14,73,1
17489,16,4,5,11,0,1
15328,973,587,122,14,0,1
17278,1535,558,1183,13,0,1
3509,2709,2823,28,11,149,1
16772,1136,669,20,11,23,1
18788,925,5,0,7,128,1
16991,4,0,5,7,0,1
15451,501,41,1,10,0,1
15199,921,120,25,14,151,1
7631,145,23,2,11,58,1
14705,997,239,8,10,145,1
17997,709,159,83,10,0,1
11939,2375,2158,11189,8,105,1
12896,3513,3235,2536,10,0,1
18527,149,96,37,14,0,1
13325,311,30,34,6,56,1
4759,348,289,5075,12,63,1
17224,1604,106,9,13,149,1
5549,61083,62462,11894,6,155,1
8592,2001,970,63,7,140,1
8706,1971,1178,148,15,0,1
3649,440,147,183,5,0,1
18361,213,56,190,12,43,1
2654,4405,4187,824,9,154,1
12710,865,520,246,13,124,1
3273,2490,2691,515,8,133,1
18092,32,22,46,9,0,1
18057,40,7,47,13,0,1
18487,813,424,152,9,44,1
17101,1105,631,11,15,63,1
8804,1200,395,77,8,63,1
6866,17292,15779,822,15,152,1
18848,435,43,7,11,130,1
15368,1029,398,3605,10,8,1
12931,2544,2312,443,13,134,1
1274,51596,52543,5875,11,135,1
13649,201,98,3,14,0,1
15963,2001,346,16,15,138,1
18131,1655,486,114,8,0,1
18228,1263,390,63,8,0,1
3534,1415,348,129,8,42,1
9071,1282,1176,1380,11,50,1
17806,424,248,36,13,88,1
13719,846,437,5,14,37,1
8517,3522,3324,5261,11,147,1
18293,795,246,214,13,116,1
2,1119,9644,38674,12,158,1
18216,1226,265,40,14,48,1
17526,697,397,31,6,17,1
18734,332,16,57,12,62,1
18880,196,6,6,14,133,1
7730,33412,32506,1546,9,127,1
16382,543,482,153,11,0,1
18607,62,5,2,12,0,1
16289,138,60,129,10,66,1
18881,142,5,1,10,0,1
12479,1062,746,271,14,0,1
13925,251,187,78,13,77,1
451,3919,6598,4089,9,106,1
9837,373,173,506,8,24,1
1297,172,329,5,11,20,1
2319,9783,8893,798,14,35,1
2639,1943,3113,664,9,131,1
15595,318,62,201,11,0,1
5031,427,236,130,15,147,1
18312,724,77,5,14,0,1
17192,175,57,14,13,0,1
16007,2000,100,28,13,78,1
17664,10,1,10,11,0,1
4247,10689,10928,9941,13,100,1
18854,69,0,1,15,118,1
16011,1599,1578,24,12,40,1
18389,791,83,96,10,0,1
15106,1983,1879,83,10,118,1
5701,5385,5269,299,11,71,1
17917,1930,264,97,12,0,1
18802,79,0,11,7,0,1
1283,8590,7822,5695,15,141,1
18855,523,6,1,14,0,1
199,10365,9556,1100,11,66,1
634,4969,4568,1011,7,76,1
15880,222,47,56,13,0,1
16736,2210,2117,19,15,158,1
15245,1705,1198,4254,9,106,1
11509,126,21,221,13,0,1
381,2738,2491,418,9,110,1
18720,165,112,48,11,18,1
18619,2002,267,34,11,68,1
18721,185,79,21,14,60,1
2047,1882,412,4,10,0,1
14159,1468,863,1147,11,0,1
344,54579,52016,13644,11,89,1
9094,18587,17624,14101,6,92,1
18019,766,683,424,10,0,1
15072,811,392,201,13,91,1
13813,267,188,44,9,148,1
18604,862,269,23,10,113,1
18668,1466,751,1,11,0,1
2971,4113,4410,907,10,118,1
6635,23680,23088,607,10,86,1
16747,765,545,16,7,122,1
2945,366,31,12,14,0,1
2351,2581,2482,591,6,159,1
3380,2156,1958,111,15,135,1
18208,1467,1099,132,11,120,1
12254,2080,2028,10286,5,76,1
2555,741,660,2424,7,84,1
4156,2131,1937,281,14,68,1
18816,320,72,2,11,0,1
2357,1306,1616,12157,11,83,1
18921,30,1,1,7,21,1
2650,5136,4830,4972,10,58,1
5654,3990,3627,4015,14,155,1
18185,463,30,75,13,155,1
18922,147,17,80,8,0,1
18226,1081,651,33,15,65,1
18800,86,7,0,10,132,1
64,20300,20006,1640,12,147,1
18532,1256,244,23,12,152,1
2263,181,13,31,14,0,1
16705,923,263,6,11,47,1
4292,1227,375,2637,12,137,1
15098,571,168,10,11,0,1
10857,669,248,10,12,13,1
3153,3692,3361,2866,12,29,1
17016,1213,803,665,13,75,1
9675,313,153,91,10,0,1
17040,82,20,19,12,0,1
15594,671,247,50,9,101,1
18783,1465,153,1058,13,0,1
18885,227,24,7,10,35,1
3186,359,197,529,10,0,1
2551,868,2181,382,14,0,1
15455,77,98,539,8,0,1
18751,293,61,294,13,106,1
10158,1062,1034,500,11,94,1
6248,454,279,2815,14,79,1
17530,1252,319,0,9,0,1
5310,1218,200,58,15,87,1
18271,39,3,11,15,0,1
11797,365,139,177,15,0,1
16141,1451,214,446,12,0,1
579,2099,2080,1107,10,94,1
1584,1803,1040,350,12,59,1
18218,309,216,275,15,32,1
5733,541,70,91,7,0,1
18892,50,2,1,14,0,1
7500,976,263,5,8,0,1
16120,1259,628,1271,9,0,1
18840,776,103,59,14,138,1
13221,14917,14394,27,7,158,1
6291,812,1029,32,10,108,1
18160,430,75,12,11,117,1
18632,858,277,13,10,103,1
13626,1445,1172,12,10,93,1
2759,548,41,54,11,204,1
8696,9542,8694,8163,13,72,1
4822,1139,543,1033,9,69,1
13553,315,190,35,14,128,1
16979,68,11,11,11,0,1
564,5390,4903,2054,7,99,1
18622,16,25,258,10,37,1
15172,1916,1235,102,15,0,1
18612,537,185,3749,15,0,1
15877,173,31,39,13,0,1
18159,288,16,27,6,55,1
5389,460,300,569,12,121,1
5170,24219,32152,2427,4,138,1
9862,582,270,946,15,0,1
15236,3329,3047,471,15,131,1
1755,1671,2076,310,10,63,1
17022,111,13,30,11,0,1
12061,972,889,3,6,51,1
11795,278,99,22,14,41,1
6702,1858,1703,4075,9,82,1
970,26062,31178,2582,11,111,1
17071,2001,496,5,9,32,1
15081,517,242,60,10,67,1
17680,1712,915,19,14,92,1
3886,625,53,30,15,21,1
1338,2000,1446,247,8,23,1
17582,727,174,57,12,105,1
17712,570,235,388,15,0,1
4413,1032,1487,414,14,105,1
14477,819,644,257,8,0,1
11524,113,55,173,15,0,1
17456,57,13,11,9,0,1
18784,498,75,10,11,0,1
18725,70,3,16,14,148,1
15897,246,44,54,10,0,1
17417,1054,485,10,13,38,1
605,1951,1573,2867,12,144,1
18566,330,46,7,13,106,1
12811,783,372,335,8,123,1
961,1884,1782,1480,13,51,1
18581,904,487,9,6,132,1
17061,284,71,320,14,151,1
17566,434,421,240,14,0,1
13447,234,35,22,7,0,1
18378,677,288,7,15,0,1
163,2394,8493,3082,12,16,1
12694,3973,3830,2090,12,77,1
5146,1999,1800,253,10,55,1
2709,45185,49397,312,9,71,1
9910,584,204,251,14,37,1
9084,365,119,25,11,0,1
9249,1776,627,1034,14,152,1
15551,432,126,334,13,126,1
9861,635,275,1005,15,0,1
18625,792,61,7,13,14,1
9313,159,18,479,13,103,1
17723,975,318,100,14,99,1
18124,1388,211,333,8,140,1
17920,18,4,42,12,0,1
827,1747,836,888,15,112,1
3637,506,120,100,12,25,1
6924,4130,3836,146,15,0,1
5824,740,95,13,12,87,1
18769,434,74,0,15,0,1
18774,848,489,9,8,124,1
17043,265,101,393,15,0,1
7088,924,230,10,12,83,1
18934,163,3,2,9,61,1
18786,875,71,398,10,0,1
17455,72,14,13,13,0,1
18893,716,80,4,13,28,1
4182,1751,772,630,13,149,1
13788,1022,209,8,14,145,1
17083,316,94,387,13,0,1
15021,46,16,53,11,0,1
16605,535,340,404,11,80,1
553,2498,2662,174,11,58,1
18717,330,22,1,10,0,1
706,1963,2181,78,10,25,1
18409,891,204,18,14,115,1
2755,1413,5822,501,15,79,1
7219,244,124,4,9,0,1
16449,92,14,13,12,0,1
4595,3527,3258,8129,12,148,1
10800,3180,3000,203,11,72,1
7525,525,135,3,14,0,1
17798,1459,727,17,11,145,1
18696,308,44,1,10,35,1
8969,2001,1181,451,12,0,1
18539,169,54,111,9,0,1
792,6980,6460,194,12,102,1
4896,2001,378,23,15,96,1
9315,169,28,248,12,98,1
17368,278,67,9,11,0,1
18990,418,7,8,14,28,1
18126,354,121,155,14,82,1
17228,615,281,46,11,0,1
18917,503,32,0,12,0,1
7236,1131,229,2,10,0,1
17312,2001,1249,370,15,92,1
16199,2001,1410,63,14,62,1
7410,20762,19271,3218,6,101,1
7211,1308,213,3,9,0,1
728,1383,1524,71,10,160,1
18981,489,4,10,15,0,1
7528,519,24,0,12,0,1
6453,278,42,113,10,0,1
18667,1851,514,29,10,0,1
274,3589,4161,10902,8,158,1
12862,506,642,34,11,54,1
3723,1657,799,12,10,0,1
7205,893,149,0,9,0,1
2557,30669,30119,4878,14,128,1
5106,1860,1411,2711,11,0,1
7524,364,68,1,14,0,1
3434,8193,7633,6084,13,67,1
8283,1886,1837,4930,11,43,1
10292,927,794,12,9,28,1
15247,2000,1247,237,15,43,1
18647,382,149,22,11,83,1
16739,1318,216,0,10,17,1
13556,1317,556,2683,14,156,1
18563,1933,383,47,15,54,1
9009,2800,2545,844,9,157,1
5181,3423,3347,305,10,63,1
2212,4546,4132,681,11,158,1
652,5528,5860,12166,12,132,1
310,3526,3341,1060,7,159,1
17735,871,343,1,13,93,1
4111,490,171,149,7,126,1
6797,308,254,1997,8,79,1
3812,522,416,51,11,104,1
18673,225,51,58,9,37,1
17844,21,14,1,10,0,1
18776,1677,1059,1209,10,114,1
3469,1673,2299,1592,8,29,1
4939,1837,1622,2485,15,122,1
3202,1102,263,30134,13,51,1
18766,1537,84,0,8,0,1
4948,17735,16844,1096,12,80,1
5610,1972,1235,1001,10,88,1
18259,1229,198,210,14,0,1
18343,497,288,476,8,12,1
568,1422,304,24,5,22,1
5064,27993,28356,440,15,158,1
18451,425,159,518,12,73,1
14970,187,18,10,7,102,1
18970,250,3,0,12,0,1
10609,12,0,2,9,0,1
17072,1887,927,1272,11,60,1
11541,135,45,201,15,0,1
4225,649,217,201,11,90,1
5704,2374,2160,413,12,92,1
12709,376,363,95,7,93,1
4151,6716,6253,8299,9,41,1
1474,304,200,283,7,5,1
18979,21,1,2,12,36,1
17294,197,54,201,14,0,1
18978,495,3,5,11,63,1
13193,586,303,106,11,154,1
4886,2761,4017,9384,6,45,1
16682,223,188,1293,14,115,1
4296,5789,5382,294,12,78,1
18702,194,49,1,13,26,1
18718,264,170,112,12,11,1
15614,2001,1209,42,14,0,1
16405,243,180,300,12,37,1
17641,215,150,106,9,46,1
9882,1454,1225,125,13,143,1
5005,134,125,733,7,61,1
137,22456,20471,22263,11,156,1
3875,1826,486,13,8,28,1
18953,180,10,6,12,0,1
18976,179,13,2,11,52,1
8218,2320,2111,593,12,123,1
16301,2406,2226,256,7,19,1
3408,577,189,76,11,103,1
18960,88,1,0,13,0,1
3506,600,9003,1766,14,49,1
17971,627,271,11,9,156,1
6413,293,98,660,15,140,1
18818,388,26,5,10,0,1
16212,1007,713,174,11,0,1
1666,344,823,41,7,68,1
15132,382,299,82,9,39,1
2796,2001,435,57,10,12,1
17688,709,47,777,13,0,1
3972,269,247,5614,8,11,1
6665,1648,1530,1229,11,160,1
18824,95,56,20,9,56,1
4844,4113,3735,42,15,137,1
4235,7264,6824,40,6,14,1
4514,1316,382,156,12,36,1
18223,562,10,14,15,120,1
5078,1475,912,54,7,39,1
14054,841,775,59,15,11,1
14339,2286,2242,558,12,0,1
18663,538,103,37,8,20,1
18662,424,122,31,7,15,1
18385,358,69,18,9,0,1
16714,459,107,1342,14,109,1
5773,281,146,290,12,159,1
11011,6777,6161,50,15,80,1
1816,1534,1523,905,9,19,1
15545,1232,677,7548,14,0,1
8323,1470,1375,199,14,51,1
16999,1548,646,59,15,59,1
18044,1507,460,18,15,94,1
7059,4279,4586,614,15,156,1
6976,12119,12069,2452,12,86,1
13729,2000,634,905,9,153,1
9238,1535,377,391,13,54,1
18689,85,62,10,7,139,1
13976,1061,698,126,13,74,1
17454,103,9,19,10,0,1
12048,688,490,28,11,78,1
18906,172,15,82,15,0,1
1668,9074,8807,3000,11,138,1
19014,293,0,0,15,24,1
10147,1444,448,16,15,19,1
18636,200,0,9,5,4,1
17468,97,14,19,14,0,1
17147,179,71,65,10,0,1
17403,141,64,20,8,0,1
3104,253,123,1011,15,27,1
18240,1463,443,81,15,145,1
16367,540,44,29,14,16,1
18596,459,77,6,15,139,1
14796,1,0,1,12,0,1
18594,781,219,14,9,27,1
17667,33,13,54,11,0,1
18001,35,5,60,12,0,1
18174,300,348,1710,13,88,1
7176,345,63,2,12,0,1
4125,363,348,0,7,117,1
17046,294,51,409,15,0,1
1740,1909,1127,18,5,96,1
18035,32,8,56,10,0,1
18152,212,44,210,13,44,1
6872,1530,1096,185,11,145,1
1490,49,38,180,7,25,1
17322,264,62,249,12,135,1
10106,6421,6082,5485,15,142,1
15939,1308,564,59,11,0,1
16911,108,14,21,14,0,1
3421,174,89,83,13,15,1
16191,483,556,6014,10,77,1
3662,202,149,297,8,37,1
18149,1999,1316,363,14,45,1
16777,1296,385,0,9,0,1
14928,367,304,517,10,0,1
18076,460,96,87,11,89,1
759,1024,35,190,10,150,1
19029,8,1,6,12,34,1
18828,762,223,5,13,101,1
2426,7904,9478,1555,14,101,1
10040,1042,694,143,15,142,1
8817,734,592,454,14,39,1
10136,251,275,329,15,0,1
9987,1607,1417,3630,14,53,1
6712,524,273,475,11,111,1
19044,519,27,10,11,19,1
3385,872,170,120,10,36,1
18661,1230,100,21,13,0,1
3335,897,515,576,15,106,1
8606,1266,158,172,10,0,1
9908,169,166,690,13,0,1
8295,2217,2015,2978,14,134,1
18375,708,252,6,9,141,1
18933,1385,69,6,15,33,1
4039,150,58,100,8,0,1
11576,936,185,167,14,82,1
2811,1199,689,81,6,105,1
4280,7387,7570,276,8,70,1
19070,27,1,4,7,29,1
19072,9,1,0,11,0,1
17088,289,62,414,12,0,1
18899,391,15,8,15,0,1
17962,208,135,2,15,0,1
1821,1795,1750,498,14,158,1
17184,218,295,31,12,122,1
582,2346,2797,252,9,35,1
460,97457,102788,45301,13,152,1
16269,353,340,888,10,125,1
7158,1737,1478,739,12,157,1
18659,652,66,25,13,0,1
18735,379,262,7,13,9,1
4383,2093,1900,76,11,53,1
8599,499,352,718,12,0,1
18346,12,3,10,13,22,1
18847,963,39,0,13,0,1
19038,946,8,0,15,0,1
14264,1480,124,275,15,15,1
5305,3103,2872,3970,11,159,1
6551,880,1001,2,13,47,1
18442,671,275,239,15,116,1
9016,1752,977,4548,12,39,1
17726,580,131,407,14,0,1
9779,1502,217,8,10,121,1
4289,12567,11846,64,13,0,1
2235,522,206,462,8,155,1
7797,1758,1412,10561,13,37,1
18868,198,8,23,15,42,1
18461,215,49,1,15,73,1
5255,6581,6117,295,9,35,1
18980,497,146,0,8,0,1
12172,365,69,54,14,92,1
17310,1848,1083,0,8,147,1
9099,3780,3588,1565,10,0,1
17148,603,183,0,15,124,1
7639,138,43,390,13,55,1
17555,982,81,4,8,128,1
17598,165,27,4,12,0,1
9391,1897,575,143,12,37,1
16128,291,76,0,12,0,1
17495,801,75,8,8,58,1
17584,165,10,53,7,163,1
14856,240,52,162,13,0,1
7501,1339,1114,3049,8,70,1
16595,1999,1678,467,13,48,1
17656,186,16,14,11,0,1
17398,1996,185,278,14,127,1
17719,57,14,0,15,0,1
15596,335,37,54,12,0,1
14390,20,11,17,14,0,1
3640,2451,2252,1067,8,79,1
8444,249,4,0,13,0,1
4696,1147,764,6,8,82,1
154,5661,8850,3280,8,135,1
13197,1080,866,5,10,16,1
17266,915,285,746,7,0,1
14468,28,21,19,11,0,1
2916,2536,2317,1291,13,59,1
16752,437,363,589,10,67,1
7866,1092,1039,12,13,35,1
15605,1562,1154,30,10,155,1
1936,915,635,562,9,105,1
17789,106,7,2,15,0,1
18477,119,49,175,9,80,1
16641,164,89,226,9,155,1
18123,322,55,128,15,156,1
16478,1787,744,119,12,50,1
9184,120,33,65,13,0,1
15697,150,49,70,15,0,1
15799,103,37,44,12,0,1
16359,298,1422,445,8,44,1
9214,138,32,63,13,0,1
829,1284,484,58,13,137,1
1264,5042,5049,2573,9,142,1
18050,1140,133,79,12,0,1
18485,1002,347,89,12,92,1
3671,532,226,289,13,26,1
11079,439,191,140,12,52,1
18972,58,0,1,13,9,1
2541,1785,1477,829,9,135,1
845,3865,3515,459,9,47,1
15850,1567,560,20,15,104,1
2298,504,329,8982,8,32,1
19071,116,1,1,13,0,1
16916,14,1,5,8,0,1
18814,664,71,12,15,101,1
19034,387,35,1,10,100,1
18808,1713,203,209,12,26,1
2430,2029,1848,2725,12,111,1
19092,226,3,6,15,44,1
14062,1124,771,524,12,149,1
17366,114,107,10,15,141,1
9802,2501,2273,10,15,156,1
12124,1512,1315,306,9,111,1
8665,5813,5537,784,14,114,1
17564,1050,156,221,15,155,1
15082,105,0,5,8,0,1
4132,191,150,9,10,120,1
15408,260,178,389,15,29,1
9919,103,34,85,11,4,1
17143,702,184,773,11,0,1
16160,2520,2314,2716,12,75,1
18623,9,1,20,14,41,1
19066,173,0,1,11,0,1
2085,6022,5497,2831,10,82,1
3508,5230,4756,6042,12,32,1
11498,251,60,297,15,0,1
9352,743,358,127,6,0,1
18875,188,117,64,15,70,1
7208,906,231,2,14,0,1
18107,36,3,47,12,0,1
16098,1837,777,55,14,0,1
5027,1998,1793,2044,9,148,1
18067,1242,611,414,15,70,1
12986,16983,15476,2395,9,24,1
16358,312,47,21,14,55,1
12049,643,313,66,6,0,1
18199,732,63,1,6,0,1
18930,912,577,29,14,61,1
19109,400,3,3,13,0,1
10429,50,5,90,15,0,1
14354,1007,474,6089,11,34,1
7563,192,23,165,9,95,1
15159,554,51,25,10,74,1
4973,239,86,119,13,98,1
18692,128,33,41,11,199,1
18450,34,2,0,11,50,1
17778,639,199,0,13,0,1
7478,307,39,11,8,123,1
4584,14944,13695,8950,5,12,1
18480,244,30,2,12,132,1
7336,23231,21120,11397,10,29,1
18992,54,6,5,14,77,1
18217,177,118,4365,12,77,1
13379,1015,523,543,10,144,1
18463,855,486,2303,7,59,1
4064,9585,8736,6701,9,156,1
19025,403,102,4,7,67,1
13618,368,124,325,15,148,1
18316,17,5,32,11,0,1
18314,23,0,41,8,0,1
18670,418,37,8,9,0,1
18888,593,93,54,14,0,1
7669,1758,131,17,9,94,1
621,1319,408,291,9,60,1
18599,1573,1125,22,13,115,1
17153,178,113,133,14,54,1
1295,1498,243,71,6,30,1
13349,882,437,313,15,52,1
15879,4,0,9,9,0,1
17225,399,53,8,14,144,1
2595,20602,20711,1425,15,51,1
17651,87,21,8,9,0,1
8304,1285,1355,57,13,43,1
9603,1853,1113,270,14,35,1
17301,2001,370,219,12,35,1
3955,2109,1927,2134,13,30,1
5434,1359,835,42,9,37,1
870,2236,2051,5542,9,147,1
372,882,126,11,3,12,1
17648,230,37,3,10,0,1
17416,247,37,5,9,23,1
6756,255,683,39,10,150,1
16017,2502,2310,138,14,62,1
17316,181,146,164,8,0,1
8191,1611,2057,1736,10,73,1
10360,692,231,62,13,142,1
16662,1693,1607,717,8,89,1
4697,532,66,169,12,28,1
10915,771,548,132,8,89,1
15012,1997,1766,34,7,85,1
27,3449,6042,7403,13,149,1
120,325,504,270,14,149,1
279,1470,931,727,10,49,1
31,241,85,176,6,21,1
941,2664,2831,416,10,158,1
964,1632,1626,96,8,113,1
732,2000,766,1347,9,115,1
1137,13688,13150,4528,7,160,1
